ключ;бренд;тир;частотность;ранжировался;съёмов_с_позицией;всего_позиций;лучшая_позиция;попаданий_ТОП10;попаданий_ТОП3;доменов;групп
максбетслотс казино регистрация;maxbetslots;НЧ;44611;да;70;142;1;42;4;103;39
максбетслотс;maxbetslots;НЧ;44611;да;32;49;2;8;1;39;21
максбетслотс казино зеркало;maxbetslots;НЧ;44611;да;43;72;2;22;3;52;27
казино максбетслотс;maxbetslots;НЧ;44611;да;44;107;3;26;3;85;25
максбетслотс казино;maxbetslots;НЧ;44611;да;40;67;3;19;3;52;24
максбетслотс казино официальный сайт;maxbetslots;НЧ;44611;да;42;83;3;11;1;68;26
maxbetslots casino;maxbetslots;НЧ;44611;да;35;78;4;9;0;57;23
casino maxbetslots;maxbetslots;НЧ;44611;да;38;70;5;8;0;51;24
maxbetslots;maxbetslots;НЧ;44611;да;29;38;5;7;0;29;18
казино казинора;casinora;НЧ;40274;да;38;71;1;14;11;61;28
казинора казино;casinora;НЧ;40274;да;33;48;1;7;7;43;23
casino casinora;casinora;НЧ;40274;да;54;145;2;6;2;103;27
casinora casino;casinora;НЧ;40274;да;63;160;2;8;5;112;34
casinora casino-ra.24xx;casinora;НЧ;40274;да;62;162;2;11;5;119;35
casinora казино;casinora;НЧ;40274;да;63;145;2;14;4;105;33
казинора;casinora;НЧ;40274;да;20;26;2;3;1;18;13
казино casinora;casinora;НЧ;40274;да;57;148;3;14;7;104;32
casinora;casinora;НЧ;40274;да;23;38;5;3;0;33;17
казино ра casinora.812casino.click;casinora;НЧ;40274;да;1;1;97;0;0;1;1
spacewin зеркало;spacewin;НЧ;36574;да;44;111;1;11;3;90;31
спейсвин;spacewin;НЧ;36574;да;64;125;1;12;6;97;38
casino spacewin;spacewin;НЧ;36574;да;52;104;2;4;1;74;30
spacewin casino;spacewin;НЧ;36574;да;39;68;2;6;2;56;24
spacewin вход;spacewin;НЧ;36574;да;71;199;2;13;3;138;39
казино spacewin;spacewin;НЧ;36574;да;46;97;2;3;2;73;30
казино спейсвин;spacewin;НЧ;36574;да;67;174;2;13;3;118;37
спейсвин казино;spacewin;НЧ;36574;да;58;155;2;6;2;111;35
spacewin казино;spacewin;НЧ;36574;да;44;96;4;1;0;76;29
spacewin;spacewin;НЧ;36574;да;24;29;8;1;0;25;17
casino lucky bird luckybird.club24.top;lucky bird;НЧ;4135;да;58;141;1;14;8;116;33
lucky bird casino luckybird.club24.top;lucky bird;НЧ;4135;да;56;146;1;9;4;120;34
lucky bird casino зеркало;lucky bird;НЧ;4135;да;23;30;1;6;1;27;17
casino lucky bird;lucky bird;НЧ;4135;да;21;30;4;7;0;27;16
casino lucky bird luckybird.game13.fun;lucky bird;НЧ;4135;да;45;92;4;6;0;83;29
lucky bird casino luckybird.game13.fun;lucky bird;НЧ;4135;да;44;89;4;9;0;74;30
lucky bird casino;lucky bird;НЧ;4135;да;20;28;5;4;0;25;16
lucky bird casino - бездепозитный бонус;lucky bird;НЧ;4135;да;31;56;10;2;0;50;24
лаки берд;lucky bird;НЧ;4135;НЕТ;0;0;;0;0;0;0
лаки берд казино;lucky bird;НЧ;4135;НЕТ;0;0;;0;0;0;0
скачать мостбет официальный букмекер мостбет;mostbet bookmaker;НЧ;2624;да;17;18;2;9;2;14;13
скачать мостбет андроид сайта букмекера зайти на;mostbet bookmaker;НЧ;2624;да;14;15;7;1;0;11;10
скачать мостбет официальный букмекер мостбет androidbaza;mostbet bookmaker;НЧ;2624;да;15;17;10;1;0;12;10
мостбет apk со стороны букмекера для;mostbet bookmaker;НЧ;2624;да;5;5;18;0;0;4;4
скачать мостбет апк сайта букмекера зайти на;mostbet bookmaker;НЧ;2624;да;6;6;69;0;0;5;5
качать мостбет официальный букмекер мостбет mostbet-9i1d;mostbet bookmaker;НЧ;2624;НЕТ;0;0;;0;0;0;0
мостбет apk сайта букмекера зайти на;mostbet bookmaker;НЧ;2624;НЕТ;0;0;;0;0;0;0
мостбет букмекер;mostbet bookmaker;НЧ;2624;НЕТ;0;0;;0;0;0;0
мостбет букмекер @it_mostbet;mostbet bookmaker;НЧ;2624;НЕТ;0;0;;0;0;0;0
мостбет букмекер t.me/s/it_mostbet;mostbet bookmaker;НЧ;2624;НЕТ;0;0;;0;0;0;0
onetap;onetap;НЧ;1188;да;6;6;71;0;0;3;3
onetap gaming 0 : 0 udp.ro;onetap;НЧ;1188;да;3;4;96;0;0;4;3
onetap gaming hltv;onetap;НЧ;1188;да;1;1;96;0;0;1;1
onetap cs2;onetap;НЧ;1188;НЕТ;0;0;;0;0;0;0
onetap gaming egamera;onetap;НЧ;1188;НЕТ;0;0;;0;0;0;0
onetap su crack;onetap;НЧ;1188;НЕТ;0;0;;0;0;0;0
onetap su rage cfg;onetap;НЧ;1188;НЕТ;0;0;;0;0;0;0
onetap v4;onetap;НЧ;1188;НЕТ;0;0;;0;0;0;0
ora от onetap;onetap;НЧ;1188;НЕТ;0;0;;0;0;0;0
скачать onetap на gmod;onetap;НЧ;1188;НЕТ;0;0;;0;0;0;0
casino vulkan prestige;vulkan prestige;НЧ;622;да;34;54;1;18;5;41;26
vulkan prestige casino;vulkan prestige;НЧ;622;да;38;62;1;23;6;52;24
vulkan prestige казино;vulkan prestige;НЧ;622;да;44;74;1;37;11;59;29
вулкан казино престиж;vulkan prestige;НЧ;622;да;36;56;1;34;16;47;24
вулкан престиж казино;vulkan prestige;НЧ;622;да;29;45;1;23;6;38;21
казино vulkan prestige;vulkan prestige;НЧ;622;да;43;70;1;28;6;61;29
казино вулкан престиж;vulkan prestige;НЧ;622;да;46;91;1;41;6;77;29
казино вулкан престиж на андроид mobilnye-casino.com;vulkan prestige;НЧ;622;да;58;124;1;14;3;103;35
вулкан престиж;vulkan prestige;НЧ;622;да;35;58;3;13;2;49;25
вулкан престиж спин;vulkan prestige;НЧ;622;да;38;71;3;20;1;58;23
casino vulkan mega;vulkan mega;НЧ;397;да;40;71;1;10;2;56;25
vulkan mega casino;vulkan mega;НЧ;397;да;37;54;1;18;3;45;26
вулкан мега вход;vulkan mega;НЧ;397;да;36;56;1;34;15;43;23
вулкан мега казино;vulkan mega;НЧ;397;да;39;69;1;17;4;55;26
вулкан мега казино официальный сайт;vulkan mega;НЧ;397;да;32;53;1;9;3;46;22
вулкан мега официальный сайт;vulkan mega;НЧ;397;да;33;55;1;16;9;46;21
казино vulkan mega;vulkan mega;НЧ;397;да;22;30;1;8;2;25;15
мега вулкан;vulkan mega;НЧ;397;да;42;70;2;4;1;53;25
вулкан мега;vulkan mega;НЧ;397;да;49;90;5;12;0;72;30
вулкан мега казино vulkan-mega.453138 casino;vulkan mega;НЧ;397;да;11;12;63;0;0;12;11
